RSSI,IOT,MCS,CQI,RSRP,RSRQ,BW_Utilization (%),RB_Allocation,UE_Status,QoS_Class,Beamforming,Traffic_Load (kbps),Latency (ms),Backhaul_Status,Mobility,Frequency_Layer,Network_Slice,Handover_Metrics (ms),Retransmission_Rate (%),NFV_Status,Physical_Cell_ID,Active_Features,Energy_Consumption (Watts),UE_Demand (kbps),Current_Resource_Allocation (%),Channel_Conditions
-95,-61,2,0,-77,-16,89.50030829,263,connected,0,24,2807,95,0,high-speed,sub-6 GHz,0,169,19.32159771,1,314,None,179,11848,92.1996865,9
-82,-98,7,3,-129,-19,14.45314248,149,idle,3,17,7895,128,0,stationary,millimeter wave,1,145,21.81204242,1,478,carrier aggregation,473,12284,30.65556271,0
-91,-38,4,1,-118,-17,61.74937718,105,connected,2,34,8576,65,1,high-speed,sub-6 GHz,3,347,16.07377839,0,348,None,211,9206,67.21061966,1
-86,-76,22,5,-140,-4,100,250,connected,1,41,14013,21,0,stationary,millimeter wave,0,176,3.324327735,0,204,MIMO,92,8441,57.46645601,3
-88,-28,26,13,-118,-15,100,18,idle,0,48,12489,22,0,stationary,millimeter wave,2,146,17.7937682,0,401,carrier aggregation,298,3656,14.11140305,4
-84,-93,24,3,-140,-17,71.36435998,110,connected,5,38,12075,30,0,high-speed,millimeter wave,4,89,19.66540246,1,244,carrier aggregation,318,10615,87.67816103,8
-89,-66,0,4,-114,-7,41.89080494,142,connected,4,41,9572,66,0,high-speed,sub-6 GHz,3,278,12.08023183,0,437,None,237,11172,38.34272422,0
-72,-31,8,9,-129,-11,100,11,connected,5,15,12986,55,0,high-speed,millimeter wave,2,359,8.161295527,1,148,MIMO,479,8513,28.35228267,8
-83,-3,4,5,-71,-17,90.42206044,119,connected,1,49,9976,70,1,stationary,millimeter wave,3,448,22.42230582,0,42,carrier aggregation,309,4655,62.98390835,1
-76,-13,19,1,-122,-20,97.58156486,15,connected,3,8,12329,48,1,stationary,sub-6 GHz,4,276,3.987345274,1,62,None,156,7175,58.93730331,6
-86,-52,15,2,-133,-12,26.17730127,72,connected,7,2,5511,105,1,high-speed,millimeter wave,0,248,15.69248138,0,72,carrier aggregation,220,6591,36.19397701,6
-115,-99,12,6,-133,-6,37.90650268,209,idle,9,25,9124,81,0,high-speed,millimeter wave,2,208,14.87398524,1,502,None,104,9683,73.98926851,8
-83,-52,3,1,-97,-12,75.26005996,218,connected,9,22,9308,101,0,stationary,millimeter wave,1,442,14.30496815,0,292,None,376,5504,71.14191295,6
-119,-59,1,3,-119,-10,33.33875276,29,idle,7,46,12535,14,1,stationary,millimeter wave,3,372,3.589620112,0,460,carrier aggregation,168,10192,89.35764502,8
-112,-52,24,6,-99,-11,77.3825221,196,connected,2,30,12080,100,1,stationary,sub-6 GHz,0,361,7.130601829,1,12,MIMO,323,11377,44.1107905,4
-114,-1,8,8,-74,-4,100,247,handover,3,53,7446,76,1,stationary,millimeter wave,0,44,17.57887081,0,225,None,187,6174,99.70911028,7
-72,-30,27,10,-98,-10,15.23422237,236,connected,4,36,7824,27,1,high-speed,sub-6 GHz,1,479,9.07016936,1,110,MIMO,478,9395,11.2281537,1
-99,-82,17,7,-80,-13,93.50856989,202,connected,5,44,10079,78,0,high-speed,millimeter wave,0,303,13.46114558,1,55,carrier aggregation,446,10681,28.9887215,1
-101,-36,10,9,-76,-8,83.73216295,71,connected,5,10,3327,55,0,stationary,sub-6 GHz,2,111,18.72428305,0,94,MIMO,319,13138,41.81995269,5
-74,-52,29,1,-130,-10,25.96811048,58,connected,2,32,13835,61,1,stationary,millimeter wave,0,347,19.91319423,1,142,None,207,7826,64.0449235,10
-88,-16,10,15,-111,-11,60.26239445,247,connected,8,38,12293,96,1,stationary,sub-6 GHz,4,200,16.1951632,0,170,carrier aggregation,344,8995,65.95921457,6
-119,-63,8,3,-81,-7,45.77918082,74,connected,8,10,8384,71,0,stationary,sub-6 GHz,1,105,9.921365857,0,440,MIMO,210,10420,73.64714033,10
-86,-19,26,6,-133,-9,100,175,handover,0,11,6782,99,1,high-speed,millimeter wave,1,185,11.12845136,0,343,carrier aggregation,353,8862,56.91089871,8
-94,-62,19,1,-128,-4,63.97142495,206,connected,1,63,9344,29,1,high-speed,sub-6 GHz,1,163,20.6901251,0,72,MIMO,277,5797,15.82781436,5
-75,-21,22,11,-91,-8,45.81863688,185,connected,7,33,10901,77,1,high-speed,sub-6 GHz,2,368,6.332194097,1,340,None,39,10316,51.49341388,1
-86,-19,13,2,-128,-7,64.65674348,248,connected,6,13,7083,69,1,stationary,sub-6 GHz,4,179,18.12249985,0,59,MIMO,233,11486,84.81485858,6
-87,-59,31,5,-118,-6,68.55134272,172,connected,4,8,6276,65,0,stationary,sub-6 GHz,4,28,21.99115611,0,273,MIMO,416,5915,50.79919817,8
-87,-74,3,7,-133,-16,16.3266322,149,connected,0,49,12392,35,0,high-speed,sub-6 GHz,2,419,6.646124411,0,328,carrier aggregation,202,6589,36.68081077,2
-73,-100,28,2,-103,-11,39.37336297,108,connected,6,53,11872,63,1,high-speed,sub-6 GHz,3,134,22.7246879,1,383,MIMO,394,5067,23.37630426,10
-72,-35,6,2,-96,-17,15.96824328,232,handover,0,23,5749,86,0,high-speed,sub-6 GHz,3,457,3.936864608,1,177,None,45,8686,38.54875369,10
-72,-21,14,10,-102,-15,7.784567781,62,connected,9,40,4565,15,0,high-speed,sub-6 GHz,4,37,10.46126088,1,371,None,379,7453,27.35825779,8
-72,-49,1,2,-119,-16,100,107,connected,2,4,6217,36,1,high-speed,millimeter wave,0,2,5.125131577,0,178,MIMO,311,6802,1.926205911,1
-77,-37,2,7,-79,-9,22.62436067,271,connected,7,22,13141,92,0,stationary,millimeter wave,0,246,9.029995782,0,281,carrier aggregation,186,8500,71.99960541,3
-119,-68,2,12,-130,-8,74.43419801,243,connected,2,4,6477,22,0,high-speed,millimeter wave,1,63,9.974898147,0,394,None,218,10990,1.720428419,3
-116,-36,3,13,-79,-6,64.45061383,241,connected,3,56,10567,50,0,high-speed,sub-6 GHz,2,396,20.70814912,0,447,MIMO,255,9091,22.72797757,1
-87,-37,19,12,-130,-19,50.39999442,251,connected,1,13,6014,59,0,stationary,sub-6 GHz,0,217,8.669337126,1,78,MIMO,363,6176,51.87751296,9
-99,-59,25,0,-129,-12,89.96947274,50,connected,3,1,11811,66,1,stationary,sub-6 GHz,3,51,9.989207951,0,275,None,294,8928,14.84166121,1
-93,-17,20,6,-126,-19,77.73264352,123,connected,5,19,10514,88,0,high-speed,sub-6 GHz,2,49,3.486210684,0,152,MIMO,246,5970,83.87688347,0
-116,-65,22,7,-101,-12,69.15020179,164,idle,4,55,11480,89,0,high-speed,sub-6 GHz,3,95,3.850649587,0,335,MIMO,292,5902,12.81413897,8
-71,-10,1,1,-80,-6,100,17,connected,7,63,11019,53,1,high-speed,millimeter wave,2,181,14.77511082,0,398,MIMO,427,7426,84.10800877,8
-89,-49,16,6,-84,-11,28.56120877,83,handover,2,40,14487,50,1,stationary,sub-6 GHz,0,268,12.14705646,1,372,carrier aggregation,287,7383,58.090506,2
-83,-19,30,15,-120,-8,59.61361689,237,handover,8,31,5927,48,0,stationary,sub-6 GHz,2,231,9.107140626,0,235,MIMO,461,12219,51.41619576,10
-104,-80,14,7,-122,-4,26.90521797,108,idle,0,35,10783,91,1,high-speed,millimeter wave,1,187,1.157157313,1,15,None,57,7061,67.98258514,4
-118,-61,7,8,-77,-6,69.60286411,71,connected,1,50,10377,25,0,high-speed,millimeter wave,3,176,5.037064849,1,398,carrier aggregation,487,8913,9.329372471,10
-109,-50,1,12,-118,-11,41.78873356,93,connected,5,7,7460,56,0,stationary,sub-6 GHz,3,24,22.56878075,0,494,None,17,10677,46.40424455,1
-112,-99,15,4,-76,-4,91.23007471,28,connected,5,60,14266,59,0,high-speed,millimeter wave,4,362,15.0760781,0,443,None,386,13241,70.16014429,8
-82,-80,2,3,-111,-6,95.09874897,44,connected,8,48,8359,35,1,stationary,sub-6 GHz,2,226,19.67121764,0,225,carrier aggregation,416,5771,85.78968959,7
-119,-10,19,12,-111,-9,83.19123209,190,connected,1,27,3254,81,1,high-speed,sub-6 GHz,3,52,20.43732235,0,134,None,152,10989,56.46919848,0
-117,-17,24,8,-97,-19,36.24185711,192,connected,8,56,11817,93,0,high-speed,millimeter wave,3,356,13.54305795,0,249,None,262,12955,37.25851787,8
-79,-90,31,15,-82,-6,66.17763613,274,connected,9,60,9299,103,0,high-speed,millimeter wave,3,196,15.44167677,1,163,MIMO,470,8458,14.89797006,1
-77,-51,1,13,-71,-16,48.61710776,29,connected,1,31,7247,32,0,stationary,sub-6 GHz,0,399,12.31927823,0,18,carrier aggregation,280,8579,16.82870525,1
-92,-98,6,14,-97,-7,50.61226162,14,connected,0,56,5490,92,1,high-speed,sub-6 GHz,3,130,8.154128457,0,104,None,313,9092,30.27785736,4
-91,-37,15,4,-85,-13,75.50366814,28,idle,4,59,12347,68,1,stationary,millimeter wave,1,182,12.58794136,0,283,None,411,9653,0.520225674,8
-90,-88,28,10,-72,-15,60.40281049,234,connected,7,24,5850,66,0,high-speed,sub-6 GHz,2,440,12.40783294,0,8,carrier aggregation,228,10132,52.08574715,9
-71,-83,5,8,-91,-10,46.48716791,101,connected,9,34,8173,115,0,high-speed,sub-6 GHz,4,410,21.27045031,1,318,None,313,11871,38.43487686,9
-103,-19,21,15,-93,-8,72.13302973,73,connected,6,8,11094,50,1,high-speed,sub-6 GHz,2,62,11.23281418,1,158,MIMO,386,5076,68.40183871,3
-75,-1,9,13,-125,-17,24.30467008,24,connected,3,38,6411,107,0,stationary,sub-6 GHz,1,103,2.003454019,0,75,carrier aggregation,22,9744,13.78921202,2
-112,-93,21,5,-123,-4,100,213,connected,6,60,12109,72,1,stationary,sub-6 GHz,1,25,4.147091653,0,238,carrier aggregation,237,9467,63.45403765,10
-107,-28,19,15,-72,-13,19.11294681,180,connected,6,21,13980,20,0,stationary,sub-6 GHz,3,366,15.25470888,0,66,carrier aggregation,24,9304,59.37347362,3
-101,-27,3,9,-120,-10,48.12296598,23,connected,4,19,12066,70,0,high-speed,sub-6 GHz,4,109,12.82107142,0,339,carrier aggregation,221,5551,93.03306733,5
-87,-6,10,6,-93,-6,58.21983265,191,connected,4,16,6075,11,0,high-speed,millimeter wave,2,317,20.75356371,0,458,MIMO,111,10142,41.20933762,5
-110,-68,7,14,-120,-4,78.81865569,200,idle,9,63,5432,38,1,high-speed,millimeter wave,0,267,15.98128903,1,142,MIMO,239,13710,20.8564888,0
-88,-16,13,5,-118,-20,100,162,connected,7,32,9623,50,1,stationary,sub-6 GHz,3,492,12.28182352,1,322,carrier aggregation,269,9944,62.33048993,10
-80,-38,12,6,-81,-14,78.32745639,23,handover,5,33,6624,82,1,high-speed,sub-6 GHz,1,26,5.912162964,1,182,None,412,5210,37.41427267,9
-112,-40,8,15,-113,-6,21.32846942,269,connected,7,41,9773,100,0,stationary,millimeter wave,3,22,10.33967138,1,229,carrier aggregation,319,8706,26.45038307,7
-95,-91,8,14,-90,-10,74.81472568,6,connected,2,59,6740,61,0,stationary,millimeter wave,1,453,7.561433712,0,146,None,472,7660,35.44141406,0
-73,-57,16,12,-121,-6,100,248,handover,1,54,5830,44,0,stationary,sub-6 GHz,1,1,6.244728522,1,43,MIMO,191,4504,60.72793492,10
-92,-98,30,0,-82,-20,87.66963616,213,connected,3,33,9517,29,0,high-speed,millimeter wave,2,459,17.90990111,1,359,carrier aggregation,131,4333,54.93307703,3
-118,-74,9,9,-114,-19,16.65806634,25,connected,4,34,11708,51,0,high-speed,sub-6 GHz,0,375,8.44052883,0,143,MIMO,369,4757,92.65795026,9
-84,-89,0,4,-124,-16,90.37611001,135,connected,6,53,13392,104,0,high-speed,millimeter wave,4,82,1.283636643,0,331,None,319,6241,3.59598013,5
-97,-81,2,2,-95,-11,48.42601688,108,connected,5,12,11991,99,1,stationary,millimeter wave,3,233,6.491523811,0,237,carrier aggregation,72,12709,45.55540903,3
-77,-27,20,3,-118,-14,47.05989874,133,connected,2,22,10010,112,0,high-speed,millimeter wave,1,29,23.87283594,0,74,None,81,3700,13.27922281,3
-81,-69,18,6,-123,-5,97.49969976,153,connected,4,18,11513,34,1,stationary,sub-6 GHz,0,35,17.063773,1,213,None,494,8019,22.52733425,2
-104,-99,18,12,-102,-17,54.9358246,219,connected,7,48,8689,40,1,stationary,sub-6 GHz,4,422,5.816075737,0,155,carrier aggregation,68,12868,38.04650152,5
-75,-28,30,8,-134,-10,15.55281354,272,connected,1,24,7148,21,1,high-speed,millimeter wave,0,381,17.40592938,0,73,None,446,12631,35.57050196,9
-85,-66,13,7,-122,-5,95.10358852,261,connected,7,26,3710,53,0,high-speed,millimeter wave,2,288,16.80496817,1,481,None,110,5517,36.87901359,0
-107,-15,15,1,-76,-20,100,238,connected,9,55,10194,71,1,stationary,sub-6 GHz,0,429,9.809277854,1,475,MIMO,318,4481,85.92911722,9
-94,-27,14,7,-130,-5,39.59620848,65,connected,1,1,12393,30,0,high-speed,sub-6 GHz,2,293,5.541283127,0,130,MIMO,338,10166,21.49087461,1
-119,-49,1,3,-111,-16,11.25407526,128,connected,1,41,6163,37,1,high-speed,sub-6 GHz,4,221,13.22587424,1,125,carrier aggregation,10,4624,10.1723037,3
-81,-39,3,5,-106,-11,26.66651593,6,connected,2,30,4008,45,0,stationary,sub-6 GHz,2,497,8.119786136,1,225,carrier aggregation,39,8580,33.73239552,2
-104,-5,31,4,-115,-9,21.87972765,197,connected,7,57,11134,41,0,stationary,sub-6 GHz,3,2,11.40682693,0,245,None,147,2328,40.94529942,5
-106,-24,8,15,-84,-20,78.51571282,92,connected,0,45,11874,93,1,stationary,sub-6 GHz,4,286,14.29779562,1,136,MIMO,248,3956,79.51469345,0
-103,-3,8,15,-85,-12,56.11877928,162,connected,9,47,4414,62,1,high-speed,sub-6 GHz,0,99,15.85220319,1,455,carrier aggregation,70,6315,59.96563986,9
-82,-79,6,5,-122,-7,7.617981256,138,connected,6,59,5542,69,0,stationary,sub-6 GHz,0,110,5.244997798,1,113,MIMO,91,12826,84.15718361,9
-96,-65,7,9,-77,-11,100,21,idle,8,0,14741,30,1,stationary,millimeter wave,3,65,12.50298624,0,64,carrier aggregation,156,10877,87.86909016,4
-102,-98,9,12,-125,-18,30.66385508,106,idle,5,50,6385,17,1,stationary,sub-6 GHz,2,365,4.044097211,0,365,None,278,7434,95.25804128,2
-95,-71,15,12,-116,-15,79.8112913,98,connected,8,9,10342,64,0,high-speed,sub-6 GHz,0,288,7.333865251,1,285,carrier aggregation,27,11615,37.83410447,10
-94,-50,22,1,-77,-6,100,106,connected,5,20,6397,74,1,high-speed,sub-6 GHz,4,367,15.42423466,1,2,MIMO,240,5246,79.04717869,3
-118,-27,4,8,-126,-7,57.49267726,212,connected,4,41,7270,92,0,stationary,millimeter wave,3,164,16.41554297,1,467,None,295,9310,46.76225441,10
-88,-36,23,8,-120,-15,26.97835853,33,connected,4,50,6506,56,0,stationary,millimeter wave,2,331,20.59562487,1,82,carrier aggregation,50,4700,10.86518792,0
-113,-17,13,0,-127,-7,53.06598307,137,connected,4,7,4935,85,1,stationary,millimeter wave,0,376,15.80798255,0,23,None,337,12863,69.55932942,8
-73,-92,3,1,-74,-4,48.30175761,256,connected,8,40,7020,70,0,stationary,millimeter wave,3,152,6.640146185,1,58,carrier aggregation,330,11089,27.77694248,3
-73,-44,26,9,-109,-10,15.9254908,140,connected,8,51,12447,57,0,stationary,sub-6 GHz,4,243,5.355870226,0,150,None,190,4795,59.72904625,0
-81,-57,2,9,-84,-14,34.4433226,127,connected,8,37,8883,54,0,stationary,millimeter wave,0,204,15.9351635,1,172,None,493,6671,60.78965461,7
-110,-49,21,6,-137,-20,45.73422474,31,connected,0,43,11362,96,0,high-speed,sub-6 GHz,2,429,4.804831342,1,327,None,183,14034,13.9993215,4
-106,-24,30,7,-138,-19,100,173,connected,4,53,11052,23,1,stationary,millimeter wave,4,420,13.13501834,1,271,MIMO,168,9059,38.21957451,4
-107,-87,11,9,-128,-17,87.85950366,113,connected,6,20,8309,42,1,stationary,millimeter wave,3,207,18.92531101,0,283,None,53,11732,98.099232,7
-101,-24,5,1,-93,-8,30.44934992,44,connected,0,55,11048,34,0,high-speed,millimeter wave,2,457,6.705927476,1,176,MIMO,104,4455,26.09650924,8
-86,-90,24,2,-113,-16,77.98946345,40,handover,7,62,7093,61,0,high-speed,sub-6 GHz,3,279,12.67174019,1,247,None,404,8107,85.74375731,2
-108,-93,12,1,-128,-4,62.1171338,121,connected,3,44,13399,88,1,high-speed,millimeter wave,0,231,13.88703508,1,428,None,34,10160,35.90826577,4
-91,-2,16,6,-102,-10,33.30678737,31,connected,8,19,14884,95,0,stationary,sub-6 GHz,0,258,11.30801155,0,72,None,420,12371,88.43557077,1
-100,-20,25,11,-121,-10,79.87737985,98,connected,7,38,7652,126,0,high-speed,sub-6 GHz,1,469,18.75488137,1,421,MIMO,0,9084,72.23125015,7
-96,-6,25,2,-129,-12,14.60341561,262,connected,6,23,9277,96,0,stationary,sub-6 GHz,4,181,15.2298794,0,468,None,432,12253,65.49142097,0
-116,-79,17,11,-139,-16,95.95899669,64,idle,7,21,11345,52,0,high-speed,millimeter wave,2,297,16.69987352,0,219,None,469,7445,3.679033126,2
-89,-29,5,8,-121,-17,40.06541041,50,connected,3,36,9391,52,0,stationary,sub-6 GHz,4,6,23.6869432,0,295,MIMO,349,9736,16.63377703,7
-103,-11,17,9,-80,-6,56.01409738,244,connected,3,3,9373,37,1,high-speed,sub-6 GHz,0,268,14.03559506,1,8,carrier aggregation,275,5674,39.97693366,2
-81,-60,22,1,-80,-13,41.84912002,36,connected,2,16,13195,80,1,high-speed,sub-6 GHz,4,57,14.46706207,1,450,carrier aggregation,251,5148,47.38234606,4
-100,-78,31,6,-97,-20,21.60488026,177,connected,7,31,2450,46,1,stationary,millimeter wave,1,436,6.307433114,1,211,None,175,7829,9.103197193,3
-109,-18,11,9,-138,-19,36.6488772,120,connected,2,54,6583,97,1,stationary,millimeter wave,4,92,22.97865005,0,459,carrier aggregation,282,6145,66.72667747,6
-81,-75,29,9,-137,-20,92.22236419,34,connected,5,63,9983,22,1,high-speed,millimeter wave,0,474,7.217397127,0,187,MIMO,275,7945,73.9108041,9
-106,-16,19,11,-90,-8,12.37926125,55,connected,9,25,10955,119,0,high-speed,sub-6 GHz,0,19,6.096666965,0,317,carrier aggregation,441,5816,6.135450077,10
-77,-85,31,12,-128,-11,79.23639252,234,idle,4,37,6809,95,1,stationary,millimeter wave,3,133,5.773442952,1,94,MIMO,396,8752,52.61663235,2
-120,-31,13,15,-119,-19,100,193,idle,3,31,6582,105,1,high-speed,millimeter wave,1,137,6.57670744,0,94,carrier aggregation,382,7299,2.986978222,5
-89,-88,30,3,-134,-20,23.2044375,241,connected,9,11,7154,23,0,high-speed,millimeter wave,3,155,12.23972655,1,194,None,289,9704,23.08589345,9
-96,-35,5,4,-121,-6,87.31613396,95,connected,9,39,13373,105,0,high-speed,sub-6 GHz,2,465,16.48612317,0,69,MIMO,240,8702,55.4437987,6
-87,-22,7,7,-111,-11,10.27047927,237,connected,9,60,4892,13,1,high-speed,sub-6 GHz,2,76,15.9219862,0,351,MIMO,299,12371,35.4564531,8
-90,-68,24,10,-94,-16,97.44303766,75,idle,3,45,6750,74,0,stationary,sub-6 GHz,0,305,15.30624226,0,12,None,359,2650,70.65343308,0
-108,-87,16,1,-104,-4,18.88661462,117,handover,2,38,13868,42,0,high-speed,sub-6 GHz,1,396,17.35574333,1,431,None,269,9677,50.48565685,9
-117,-70,21,14,-93,-13,11.30868159,11,connected,9,10,7905,100,0,high-speed,sub-6 GHz,1,10,20.88101256,1,278,MIMO,395,10162,25.60322727,10
-84,-9,12,4,-118,-20,46.16244458,74,idle,0,11,8000,60,1,stationary,sub-6 GHz,2,185,7.700444519,0,186,MIMO,441,9654,9.339283778,1
-97,-57,15,14,-99,-20,78.7080823,139,connected,7,36,14125,56,1,high-speed,millimeter wave,4,409,7.199504906,1,21,carrier aggregation,455,7238,48.06020978,5
-81,-74,26,11,-101,-5,20.00346557,41,connected,3,1,8192,73,1,stationary,sub-6 GHz,2,100,13.59883117,0,67,carrier aggregation,283,10413,33.66033445,2
-95,-96,19,7,-115,-6,67.81491274,236,idle,3,5,7595,92,0,stationary,sub-6 GHz,2,251,17.05910522,0,230,carrier aggregation,146,6659,16.1937511,1
-117,-54,17,13,-74,-18,12.6055068,59,connected,1,18,10730,112,0,stationary,sub-6 GHz,3,409,21.08385579,0,93,None,9,3787,79.9136456,7
-82,-36,4,10,-138,-8,48.74719995,79,connected,7,36,11440,98,1,stationary,sub-6 GHz,4,235,14.01433315,1,230,MIMO,39,8223,68.97171294,6
-77,-2,18,11,-79,-5,84.49954926,262,connected,2,63,13909,85,0,high-speed,sub-6 GHz,2,338,1.464350741,0,70,None,97,10371,33.23869715,8
-120,-45,21,7,-114,-15,100,40,connected,1,51,9810,116,1,stationary,sub-6 GHz,1,110,5.87048998,0,456,MIMO,247,2815,61.69195162,5
-72,-60,27,13,-116,-17,100,41,connected,1,34,8162,49,0,high-speed,sub-6 GHz,3,148,6.518262306,0,144,MIMO,88,4900,59.13513364,9
-92,-13,14,3,-114,-9,93.17075386,238,connected,1,50,14297,37,0,high-speed,millimeter wave,1,40,10.00335348,1,448,None,455,4467,3.52645541,6
-89,-8,12,11,-104,-18,70.85018766,20,connected,4,51,3398,79,0,stationary,millimeter wave,1,396,14.83561977,1,403,MIMO,282,6182,82.54308141,8
-114,-73,24,10,-71,-4,18.68237748,73,connected,1,5,10328,80,1,stationary,millimeter wave,2,62,14.42490351,1,134,None,488,11637,71.2101781,5
-86,-20,3,9,-136,-12,55.54663534,256,connected,6,20,10342,15,1,stationary,sub-6 GHz,4,416,16.17844062,0,476,carrier aggregation,225,8934,48.88936581,1
-87,-85,17,2,-87,-16,61.43683793,113,handover,2,47,5186,126,1,high-speed,millimeter wave,0,61,7.766644219,1,32,None,307,4843,68.48855516,5
-84,-70,16,6,-109,-11,48.83418322,155,connected,2,4,12338,83,0,high-speed,millimeter wave,3,236,14.11504096,1,258,None,222,6644,19.64849635,5
-101,-76,9,6,-72,-18,23.70234025,263,connected,5,1,7302,31,0,high-speed,millimeter wave,1,11,10.30263939,0,127,carrier aggregation,271,9301,49.04834478,0
-105,-53,0,9,-107,-16,32.49580302,273,handover,8,32,9177,38,1,stationary,sub-6 GHz,0,202,17.33980724,1,114,MIMO,73,6372,29.60583874,9
-106,-91,2,14,-93,-16,77.59103016,168,connected,2,52,6561,105,0,high-speed,sub-6 GHz,2,449,8.475167986,0,264,MIMO,351,12011,65.75267879,0
-81,-21,19,5,-88,-5,8.611688491,33,connected,4,10,11688,40,1,high-speed,millimeter wave,4,97,17.95233597,1,453,None,242,7801,84.33420406,7
-114,-14,30,14,-117,-18,21.32399855,264,connected,1,62,7748,76,0,high-speed,millimeter wave,4,320,18.67476907,1,495,None,174,6929,66.6586557,4
-117,-68,14,6,-138,-9,46.543438,82,connected,8,41,9714,119,0,high-speed,sub-6 GHz,0,388,11.8848133,0,137,None,70,7141,74.72430146,4
-93,-44,26,5,-103,-7,45.39678521,103,connected,6,49,8255,30,0,high-speed,sub-6 GHz,0,498,10.00258489,0,465,carrier aggregation,473,13683,2.773728029,9
-73,-31,3,5,-74,-11,15.31716432,218,connected,5,62,4012,65,0,high-speed,millimeter wave,0,67,5.739444385,1,320,MIMO,175,10881,86.80653401,4
-88,-74,5,5,-126,-4,86.86080445,91,handover,9,10,8865,88,0,stationary,millimeter wave,4,206,14.60463889,0,472,None,339,5926,92.15593954,10
-87,-55,8,7,-136,-18,25.9865402,217,idle,7,29,11967,47,0,high-speed,millimeter wave,0,390,10.98441054,0,487,carrier aggregation,88,3244,55.5741696,10
-116,-43,8,9,-139,-16,48.68716758,145,connected,0,23,8132,58,0,stationary,sub-6 GHz,4,384,15.9268248,1,360,MIMO,233,13718,86.54766955,2
-74,-22,6,6,-96,-15,34.16242444,92,connected,0,56,13447,11,0,high-speed,millimeter wave,3,104,4.790949468,1,165,MIMO,382,5653,69.91984349,10
-75,-18,26,14,-71,-17,76.15405952,188,handover,5,33,11771,31,1,stationary,millimeter wave,1,305,7.421632665,0,306,None,150,8730,57.45051079,4
-111,-27,12,5,-84,-16,7.836276886,160,connected,1,11,8577,53,1,high-speed,sub-6 GHz,3,93,22.76988534,0,498,carrier aggregation,460,8600,62.22171443,2
-115,-1,6,4,-116,-7,35.23406391,121,connected,1,23,5781,104,1,high-speed,millimeter wave,0,287,11.08301737,1,446,carrier aggregation,252,9135,54.49659358,6
-73,-9,1,15,-77,-13,17.40375606,60,connected,3,30,14230,49,1,high-speed,sub-6 GHz,1,237,9.590375668,0,323,carrier aggregation,200,12590,35.02707469,7
-95,-84,15,1,-97,-5,100,85,connected,4,4,13107,24,0,stationary,sub-6 GHz,3,256,14.7647855,1,443,carrier aggregation,365,10871,25.19984233,6
-108,-35,14,11,-96,-11,65.83748093,64,connected,6,56,5366,50,1,high-speed,millimeter wave,4,42,9.944676246,0,2,carrier aggregation,267,7762,19.58819409,6
-113,-79,11,10,-126,-6,55.42851936,9,connected,9,36,14876,47,0,high-speed,sub-6 GHz,1,30,15.81681089,1,353,MIMO,129,10773,35.52218073,0
-104,-39,26,6,-91,-11,17.99038312,158,connected,5,12,13239,33,1,stationary,sub-6 GHz,3,22,8.851412276,0,234,carrier aggregation,183,6191,39.99907296,9
-106,-42,0,8,-75,-20,68.72154687,158,connected,1,50,4526,21,1,stationary,millimeter wave,0,363,2.309732927,1,20,None,413,6836,64.06763857,2
-106,-84,31,0,-129,-10,58.7529749,29,connected,4,56,9590,61,1,high-speed,millimeter wave,4,128,20.58497348,1,290,carrier aggregation,286,10749,58.28301214,6
-93,-3,31,8,-87,-15,83.39397681,236,connected,8,17,11612,29,0,high-speed,sub-6 GHz,3,7,13.28428578,0,269,None,271,13592,84.62713764,2
-96,-31,25,3,-96,-12,6.190680609,87,connected,8,0,7270,91,1,stationary,millimeter wave,1,15,7.998081336,1,145,MIMO,151,5605,66.88009559,6
-78,-51,19,13,-121,-11,40.07603951,75,connected,9,10,13106,48,0,stationary,sub-6 GHz,3,264,16.94013835,0,10,None,156,12472,31.17407012,2
-97,-43,13,0,-111,-6,67.79672539,232,connected,1,15,8581,99,0,high-speed,sub-6 GHz,4,256,10.97914105,1,469,None,419,7462,76.53915969,10
-87,-61,16,1,-130,-14,38.78142688,205,connected,3,55,10640,29,0,high-speed,millimeter wave,4,281,6.950233615,1,105,None,9,4070,92.7601732,8
-107,-29,2,3,-107,-7,11.7844,181,connected,3,28,10610,57,0,high-speed,millimeter wave,2,226,20.70940002,0,406,MIMO,318,7964,89.79970961,9
-97,-70,15,11,-114,-18,100,143,connected,5,39,9378,70,0,high-speed,sub-6 GHz,2,354,15.73460724,0,462,carrier aggregation,272,8428,19.30279596,10
-115,-80,21,4,-85,-17,24.09483749,82,connected,4,42,9263,41,1,high-speed,sub-6 GHz,2,20,11.10268461,0,112,None,333,7380,77.94914803,6
-104,-63,29,11,-81,-18,84.45249177,264,connected,9,49,12178,92,0,high-speed,millimeter wave,4,468,21.02526441,0,114,carrier aggregation,325,12408,84.41631909,8
-81,-30,15,2,-102,-4,52.00292055,219,connected,8,61,10607,48,0,high-speed,sub-6 GHz,0,97,15.96941308,0,87,None,447,12308,4.531889456,3
-90,-72,26,5,-81,-12,99.83086574,261,connected,0,52,12095,76,1,stationary,sub-6 GHz,2,322,12.50962731,0,1,MIMO,419,12133,71.33528593,0
-118,-15,10,0,-80,-15,44.29858891,247,connected,1,57,7408,92,0,stationary,millimeter wave,0,159,2.864114362,0,177,None,235,2329,85.99273807,1
